tcp_stream_name,timestamp,ip_len,payload_len,UAPRSF_tcp_flags
185.199.110.133:443-192.168.10.6:57654,1768687302.117055,1488,1436,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.117250,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.119381,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.119475,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.119741,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.120852,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.120950,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.121148,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.121491,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.121586,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.121770,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.124861,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.124953,489,437,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.125155,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.159052,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.159127,1027,975,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.159462,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.168966,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.169088,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.169276,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.169531,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.169628,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.169775,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.170114,1488,1436,011000!
185.199.110.133:443-192.168.10.6:57654,1768687302.171965,1488,1436,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.172130,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.173377,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.173407,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.173536,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.173793,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.173828,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.173929,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.174763,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.174797,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.174901,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.175249,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.175283,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.175374,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.176930,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.176968,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.177071,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.178983,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.179020,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.179136,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.179453,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.179503,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.179580,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.180823,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.180856,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.180975,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.182770,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.182807,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.182906,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.184184,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.184227,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.184340,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.184933,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.184982,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.185080,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.185430,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.185464,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.185557,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.186821,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.186858,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.186954,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.187767,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.187803,1476,1424,011000!
185.199.110.133:443-192.168.10.6:57654,1768687302.187835,1488,1436,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.187902,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.188747,1488,1436,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.188869,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.190813,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.190846,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.191001,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.191268,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.191308,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.191452,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.192789,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.192817,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.192951,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.193299,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.193334,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.193439,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.194767,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.194805,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.194924,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.195275,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.195309,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.195414,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.195875,1488,1436,011000!
185.199.110.133:443-192.168.10.6:57654,1768687302.198042,1488,1436,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.198186,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.198988,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.199020,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.199159,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.202741,1500,1448,010000!
