tcp_stream_name,timestamp,ip_len,payload_len,UAPRSF_tcp_flags
192.168.10.6:49512-91.92.241.10:80,1768684625.985705,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684625.986870,1440,1388,011000!
91.92.241.10:80-192.168.10.6:49512,1768684625.993441,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684625.993469,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684625.993501,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684625.993526,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684625.993553,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684625.993584,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684625.993615,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684625.993624,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684625.993643,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684625.993677,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684625.993707,900,848,011000!
192.168.10.6:49512-91.92.241.10:80,1768684625.993715,52,0,010000!
192.168.10.6:49512-91.92.241.10:80,1768684625.993885,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.003099,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.003124,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.003153,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.003191,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.003216,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.003250,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.003281,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.003306,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.003347,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.003357,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.003383,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.003409,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.003440,508,456,011000!
192.168.10.6:49512-91.92.241.10:80,1768684626.003531,52,0,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.003624,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.010996,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.011021,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.011048,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.011079,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.011102,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.011138,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.011147,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.011180,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.011231,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.011265,1232,1180,011000!
192.168.10.6:49512-91.92.241.10:80,1768684626.011271,52,0,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.011374,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.014932,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.014977,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.015009,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.015035,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.015048,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.015062,1200,1148,011000!
192.168.10.6:49512-91.92.241.10:80,1768684626.015215,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.023029,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.023057,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.023085,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.023129,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.023151,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.023192,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.023220,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.023231,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.023252,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.023280,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.023311,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.023337,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.023362,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.023373,508,456,011000!
192.168.10.6:49512-91.92.241.10:80,1768684626.023478,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.032511,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.032541,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.032578,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.032607,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.032637,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.032665,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.032678,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.032697,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.032728,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.032759,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.032787,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.032797,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.032825,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.032854,508,456,011000!
192.168.10.6:49512-91.92.241.10:80,1768684626.032923,52,0,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.033038,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.036908,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.036951,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.036982,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.037018,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.037045,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.037068,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.037098,236,184,011000!
192.168.10.6:49512-91.92.241.10:80,1768684626.037224,52,0,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.037278,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243312,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243341,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243381,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243417,1260,1208,011000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243461,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243490,1380,1328,011000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243526,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243561,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.243569,52,0,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.243588,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243605,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243646,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243679,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243713,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.243739,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243748,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.243777,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243785,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243813,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243847,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243881,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.243907,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243922,508,456,011000!
91.92.241.10:80-192.168.10.6:49512,1768684626.243991,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.244041,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244054,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244072,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244121,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244165,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.244195,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244211,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244256,1352,1300,011000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244286,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244324,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.244336,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244379,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244408,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.244445,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244452,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.244466,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244481,1140,1088,011000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244510,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244556,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244590,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.244634,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244643,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.244683,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244694,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244762,1140,1088,011000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244788,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.244795,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244823,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244852,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244885,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.244904,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244922,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.244938,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.244965,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245003,1080,1028,011000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245040,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.245068,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245078,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245105,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245140,1260,1208,011000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245187,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.245202,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245215,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245245,1320,1268,011000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245275,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245311,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245340,1500,1448,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245372,1260,1208,011000!
192.168.10.6:49512-91.92.241.10:80,1768684626.245409,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245508,1500,1448,010000!
192.168.10.6:49512-91.92.241.10:80,1768684626.245529,52,0,010000!
91.92.241.10:80-192.168.10.6:49512,1768684626.245536,1500,1448,010000!
